id,coordinates,flood_risk,date,longitude,latitude,max_risk_last_2_weeks,sum_risk_last_2_weeks,radius,hotspot_name
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_68ef,"(30.2548, 8.6534)",0,"Thursday, December 19, 2024",30.2548,8.6534,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_68f0,"(30.2548, 8.6534)",0,"Friday, December 20, 2024",30.2548,8.6534,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_68f1,"(30.2548, 8.6534)",0,"Saturday, December 21, 2024",30.2548,8.6534,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_68f2,"(30.2548, 8.6534)",0,"Sunday, December 22, 2024",30.2548,8.6534,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6b04,"(31.0229, 3.6432)",0,"Monday, December 09, 2024",31.0229,3.6432,0,0,2,"Lima, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6b05,"(31.0229, 3.6432)",0,"Tuesday, December 10, 2024",31.0229,3.6432,0,0,2,"Lima, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6b06,"(31.0229, 3.6432)",0,"Wednesday, December 11, 2024",31.0229,3.6432,0,0,2,"Lima, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6b07,"(31.0229, 3.6432)",0,"Thursday, December 12, 2024",31.0229,3.6432,0,0,2,"Lima, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6b08,"(31.0229, 3.6432)",0,"Friday, December 13, 2024",31.0229,3.6432,0,0,2,"Lima, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6b09,"(31.0229, 3.6432)",0,"Saturday, December 14, 2024",31.0229,3.6432,0,0,2,"Lima, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6b0a,"(31.0229, 3.6432)",0,"Sunday, December 15, 2024",31.0229,3.6432,0,0,2,"Lima, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6b0b,"(31.0229, 3.6432)",0,"Monday, December 16, 2024",31.0229,3.6432,0,0,2,"Lima, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6b0c,"(31.0229, 3.6432)",0,"Tuesday, December 17, 2024",31.0229,3.6432,0,0,2,"Lima, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6b0d,"(31.0229, 3.6432)",0,"Wednesday, December 18, 2024",31.0229,3.6432,0,0,2,"Lima, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6b0e,"(31.0229, 3.6432)",0,"Thursday, December 19, 2024",31.0229,3.6432,0,0,2,"Lima, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6b0f,"(31.0229, 3.6432)",0,"Friday, December 20, 2024",31.0229,3.6432,0,0,2,"Lima, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6b10,"(31.0229, 3.6432)",0,"Saturday, December 21, 2024",31.0229,3.6432,0,0,2,"Lima, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6b11,"(31.0229, 3.6432)",0,"Sunday, December 22, 2024",31.0229,3.6432,0,0,2,"Lima, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6d23,"(31.2394, -0.9217)",0,"Monday, December 09, 2024",31.2394,-0.9217,0,0,2,"Magabi, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6d24,"(31.2394, -0.9217)",0,"Tuesday, December 10, 2024",31.2394,-0.9217,0,0,2,"Magabi, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6d25,"(31.2394, -0.9217)",0,"Wednesday, December 11, 2024",31.2394,-0.9217,0,0,2,"Magabi, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6d26,"(31.2394, -0.9217)",0,"Thursday, December 12, 2024",31.2394,-0.9217,0,0,2,"Magabi, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6d27,"(31.2394, -0.9217)",0,"Friday, December 13, 2024",31.2394,-0.9217,0,0,2,"Magabi, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6d28,"(31.2394, -0.9217)",0,"Saturday, December 14, 2024",31.2394,-0.9217,0,0,2,"Magabi, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6d29,"(31.2394, -0.9217)",0,"Sunday, December 15, 2024",31.2394,-0.9217,0,0,2,"Magabi, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6d2a,"(31.2394, -0.9217)",0,"Monday, December 16, 2024",31.2394,-0.9217,0,0,2,"Magabi, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6d2b,"(31.2394, -0.9217)",0,"Tuesday, December 17, 2024",31.2394,-0.9217,0,0,2,"Magabi, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6d2c,"(31.2394, -0.9217)",0,"Wednesday, December 18, 2024",31.2394,-0.9217,0,0,2,"Magabi, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6d2d,"(31.2394, -0.9217)",0,"Thursday, December 19, 2024",31.2394,-0.9217,0,0,2,"Magabi, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6d2e,"(31.2394, -0.9217)",0,"Friday, December 20, 2024",31.2394,-0.9217,0,0,2,"Magabi, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6d2f,"(31.2394, -0.9217)",0,"Saturday, December 21, 2024",31.2394,-0.9217,0,0,2,"Magabi, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6d30,"(31.2394, -0.9217)",0,"Sunday, December 22, 2024",31.2394,-0.9217,0,0,2,"Magabi, Uganda"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6f42,"(34.804, -0.8004)",0,"Monday, December 09, 2024",34.804,-0.8004,0,0,2,"Gucha, Kenya"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6f43,"(34.804, -0.8004)",0,"Tuesday, December 10, 2024",34.804,-0.8004,0,0,2,"Gucha, Kenya"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6f44,"(34.804, -0.8004)",0,"Wednesday, December 11, 2024",34.804,-0.8004,0,0,2,"Gucha, Kenya"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6f45,"(34.804, -0.8004)",0,"Thursday, December 12, 2024",34.804,-0.8004,0,0,2,"Gucha, Kenya"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6f46,"(34.804, -0.8004)",0,"Friday, December 13, 2024",34.804,-0.8004,0,0,2,"Gucha, Kenya"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6f47,"(34.804, -0.8004)",0,"Saturday, December 14, 2024",34.804,-0.8004,0,0,2,"Gucha, Kenya"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6f48,"(34.804, -0.8004)",0,"Sunday, December 15, 2024",34.804,-0.8004,0,0,2,"Gucha, Kenya"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6f49,"(34.804, -0.8004)",0,"Monday, December 16, 2024",34.804,-0.8004,0,0,2,"Gucha, Kenya"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6f4a,"(34.804, -0.8004)",0,"Tuesday, December 17, 2024",34.804,-0.8004,0,0,2,"Gucha, Kenya"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6f4b,"(34.804, -0.8004)",0,"Wednesday, December 18, 2024",34.804,-0.8004,0,0,2,"Gucha, Kenya"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6f4c,"(34.804, -0.8004)",0,"Thursday, December 19, 2024",34.804,-0.8004,0,0,2,"Gucha, Kenya"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6f4d,"(34.804, -0.8004)",0,"Friday, December 20, 2024",34.804,-0.8004,0,0,2,"Gucha, Kenya"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6f4e,"(34.804, -0.8004)",0,"Saturday, December 21, 2024",34.804,-0.8004,0,0,2,"Gucha, Kenya"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_6f4f,"(34.804, -0.8004)",0,"Sunday, December 22, 2024",34.804,-0.8004,0,0,2,"Gucha, Kenya"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7161,"(39.9535, 8.23)",0,"Monday, December 09, 2024",39.9535,8.23,0,0,2,"Moye, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7162,"(39.9535, 8.23)",0,"Tuesday, December 10, 2024",39.9535,8.23,0,0,2,"Moye, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7163,"(39.9535, 8.23)",0,"Wednesday, December 11, 2024",39.9535,8.23,0,0,2,"Moye, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7164,"(39.9535, 8.23)",0,"Thursday, December 12, 2024",39.9535,8.23,0,0,2,"Moye, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7165,"(39.9535, 8.23)",0,"Friday, December 13, 2024",39.9535,8.23,0,0,2,"Moye, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7166,"(39.9535, 8.23)",0,"Saturday, December 14, 2024",39.9535,8.23,0,0,2,"Moye, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7167,"(39.9535, 8.23)",0,"Sunday, December 15, 2024",39.9535,8.23,0,0,2,"Moye, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7168,"(39.9535, 8.23)",0,"Monday, December 16, 2024",39.9535,8.23,0,0,2,"Moye, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7169,"(39.9535, 8.23)",0,"Tuesday, December 17, 2024",39.9535,8.23,0,0,2,"Moye, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_716a,"(39.9535, 8.23)",0,"Wednesday, December 18, 2024",39.9535,8.23,0,0,2,"Moye, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_716b,"(39.9535, 8.23)",0,"Thursday, December 19, 2024",39.9535,8.23,0,0,2,"Moye, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_716c,"(39.9535, 8.23)",0,"Friday, December 20, 2024",39.9535,8.23,0,0,2,"Moye, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_716d,"(39.9535, 8.23)",0,"Saturday, December 21, 2024",39.9535,8.23,0,0,2,"Moye, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_716e,"(39.9535, 8.23)",0,"Sunday, December 22, 2024",39.9535,8.23,0,0,2,"Moye, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7213,"(24.9677, 12.1647)",0,"Monday, December 09, 2024",24.9677,12.1647,0,0,2,"Endur, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7214,"(24.9677, 12.1647)",0,"Tuesday, December 10, 2024",24.9677,12.1647,0,0,2,"Endur, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7215,"(24.9677, 12.1647)",0,"Wednesday, December 11, 2024",24.9677,12.1647,0,0,2,"Endur, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7216,"(24.9677, 12.1647)",0,"Thursday, December 12, 2024",24.9677,12.1647,0,0,2,"Endur, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7217,"(24.9677, 12.1647)",0,"Friday, December 13, 2024",24.9677,12.1647,0,0,2,"Endur, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7218,"(24.9677, 12.1647)",0,"Saturday, December 14, 2024",24.9677,12.1647,0,0,2,"Endur, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7219,"(24.9677, 12.1647)",0,"Sunday, December 15, 2024",24.9677,12.1647,0,0,2,"Endur, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_721a,"(24.9677, 12.1647)",0,"Monday, December 16, 2024",24.9677,12.1647,0,0,2,"Endur, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_721b,"(24.9677, 12.1647)",0,"Tuesday, December 17, 2024",24.9677,12.1647,0,0,2,"Endur, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_721c,"(24.9677, 12.1647)",0,"Wednesday, December 18, 2024",24.9677,12.1647,0,0,2,"Endur, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_721d,"(24.9677, 12.1647)",0,"Thursday, December 19, 2024",24.9677,12.1647,0,0,2,"Endur, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_721e,"(24.9677, 12.1647)",0,"Friday, December 20, 2024",24.9677,12.1647,0,0,2,"Endur, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_721f,"(24.9677, 12.1647)",0,"Saturday, December 21, 2024",24.9677,12.1647,0,0,2,"Endur, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7220,"(24.9677, 12.1647)",0,"Sunday, December 22, 2024",24.9677,12.1647,0,0,2,"Endur, Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7432,"(33.6184, 8.7808)",0,"Monday, December 09, 2024",33.6184,8.7808,0,0,2,"Gwol, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7433,"(33.6184, 8.7808)",0,"Tuesday, December 10, 2024",33.6184,8.7808,0,0,2,"Gwol, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7434,"(33.6184, 8.7808)",0,"Wednesday, December 11, 2024",33.6184,8.7808,0,0,2,"Gwol, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7435,"(33.6184, 8.7808)",0,"Thursday, December 12, 2024",33.6184,8.7808,0,0,2,"Gwol, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7436,"(33.6184, 8.7808)",0,"Friday, December 13, 2024",33.6184,8.7808,0,0,2,"Gwol, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7437,"(33.6184, 8.7808)",0,"Saturday, December 14, 2024",33.6184,8.7808,0,0,2,"Gwol, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7438,"(33.6184, 8.7808)",0,"Sunday, December 15, 2024",33.6184,8.7808,0,0,2,"Gwol, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7439,"(33.6184, 8.7808)",0,"Monday, December 16, 2024",33.6184,8.7808,0,0,2,"Gwol, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_743a,"(33.6184, 8.7808)",0,"Tuesday, December 17, 2024",33.6184,8.7808,0,0,2,"Gwol, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_743b,"(33.6184, 8.7808)",0,"Wednesday, December 18, 2024",33.6184,8.7808,0,0,2,"Gwol, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_743c,"(33.6184, 8.7808)",0,"Thursday, December 19, 2024",33.6184,8.7808,0,0,2,"Gwol, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_743d,"(33.6184, 8.7808)",0,"Friday, December 20, 2024",33.6184,8.7808,0,0,2,"Gwol, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_743e,"(33.6184, 8.7808)",0,"Saturday, December 21, 2024",33.6184,8.7808,0,0,2,"Gwol, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_743f,"(33.6184, 8.7808)",0,"Sunday, December 22, 2024",33.6184,8.7808,0,0,2,"Gwol, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_74e4,"(36.4775, 15.9739)",0,"Monday, December 09, 2024",36.4775,15.9739,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_74e5,"(36.4775, 15.9739)",0,"Tuesday, December 10, 2024",36.4775,15.9739,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_74e6,"(36.4775, 15.9739)",0,"Wednesday, December 11, 2024",36.4775,15.9739,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_74e7,"(36.4775, 15.9739)",0,"Thursday, December 12, 2024",36.4775,15.9739,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_74e8,"(36.4775, 15.9739)",0,"Friday, December 13, 2024",36.4775,15.9739,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_74e9,"(36.4775, 15.9739)",0,"Saturday, December 14, 2024",36.4775,15.9739,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_74ea,"(36.4775, 15.9739)",0,"Sunday, December 15, 2024",36.4775,15.9739,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_74eb,"(36.4775, 15.9739)",0,"Monday, December 16, 2024",36.4775,15.9739,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_74ec,"(36.4775, 15.9739)",0,"Tuesday, December 17, 2024",36.4775,15.9739,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_74ed,"(36.4775, 15.9739)",0,"Wednesday, December 18, 2024",36.4775,15.9739,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_74ee,"(36.4775, 15.9739)",0,"Thursday, December 19, 2024",36.4775,15.9739,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_74ef,"(36.4775, 15.9739)",0,"Friday, December 20, 2024",36.4775,15.9739,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_74f0,"(36.4775, 15.9739)",0,"Saturday, December 21, 2024",36.4775,15.9739,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_74f1,"(36.4775, 15.9739)",0,"Sunday, December 22, 2024",36.4775,15.9739,0,0,2,
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7704,"(39.3173, 11.983)",0,"Monday, December 09, 2024",39.3173,11.983,0,0,2,"Aba Biruk, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7705,"(39.3173, 11.983)",0,"Tuesday, December 10, 2024",39.3173,11.983,0,0,2,"Aba Biruk, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7706,"(39.3173, 11.983)",0,"Wednesday, December 11, 2024",39.3173,11.983,0,0,2,"Aba Biruk, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7707,"(39.3173, 11.983)",0,"Thursday, December 12, 2024",39.3173,11.983,0,0,2,"Aba Biruk, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7708,"(39.3173, 11.983)",0,"Friday, December 13, 2024",39.3173,11.983,0,0,2,"Aba Biruk, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7709,"(39.3173, 11.983)",0,"Saturday, December 14, 2024",39.3173,11.983,0,0,2,"Aba Biruk, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_770a,"(39.3173, 11.983)",0,"Sunday, December 15, 2024",39.3173,11.983,0,0,2,"Aba Biruk, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_770b,"(39.3173, 11.983)",0,"Monday, December 16, 2024",39.3173,11.983,0,0,2,"Aba Biruk, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_770c,"(39.3173, 11.983)",0,"Tuesday, December 17, 2024",39.3173,11.983,0,0,2,"Aba Biruk, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_770d,"(39.3173, 11.983)",0,"Wednesday, December 18, 2024",39.3173,11.983,0,0,2,"Aba Biruk, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_770e,"(39.3173, 11.983)",0,"Thursday, December 19, 2024",39.3173,11.983,0,0,2,"Aba Biruk, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_770f,"(39.3173, 11.983)",0,"Friday, December 20, 2024",39.3173,11.983,0,0,2,"Aba Biruk, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7710,"(39.3173, 11.983)",0,"Saturday, December 21, 2024",39.3173,11.983,0,0,2,"Aba Biruk, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7711,"(39.3173, 11.983)",0,"Sunday, December 22, 2024",39.3173,11.983,0,0,2,"Aba Biruk, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7923,"(29.1047, -0.7946)",0,"Monday, December 09, 2024",29.1047,-0.7946,1,1,6,"Bulindi, Democratic Republic of the Congo"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7924,"(29.1047, -0.7946)",0,"Tuesday, December 10, 2024",29.1047,-0.7946,1,1,6,"Bulindi, Democratic Republic of the Congo"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7925,"(29.1047, -0.7946)",0,"Wednesday, December 11, 2024",29.1047,-0.7946,1,1,6,"Bulindi, Democratic Republic of the Congo"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7926,"(29.1047, -0.7946)",0,"Thursday, December 12, 2024",29.1047,-0.7946,1,1,6,"Bulindi, Democratic Republic of the Congo"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7927,"(29.1047, -0.7946)",0,"Friday, December 13, 2024",29.1047,-0.7946,1,1,6,"Bulindi, Democratic Republic of the Congo"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7928,"(29.1047, -0.7946)",0,"Saturday, December 14, 2024",29.1047,-0.7946,1,1,6,"Bulindi, Democratic Republic of the Congo"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7929,"(29.1047, -0.7946)",0,"Sunday, December 15, 2024",29.1047,-0.7946,1,1,6,"Bulindi, Democratic Republic of the Congo"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_792a,"(29.1047, -0.7946)",0,"Monday, December 16, 2024",29.1047,-0.7946,1,1,6,"Bulindi, Democratic Republic of the Congo"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_792b,"(29.1047, -0.7946)",0,"Tuesday, December 17, 2024",29.1047,-0.7946,1,1,6,"Bulindi, Democratic Republic of the Congo"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_792c,"(29.1047, -0.7946)",0,"Wednesday, December 18, 2024",29.1047,-0.7946,1,1,6,"Bulindi, Democratic Republic of the Congo"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_792d,"(29.1047, -0.7946)",0,"Thursday, December 19, 2024",29.1047,-0.7946,1,1,6,"Bulindi, Democratic Republic of the Congo"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_792e,"(29.1047, -0.7946)",0,"Friday, December 20, 2024",29.1047,-0.7946,1,1,6,"Bulindi, Democratic Republic of the Congo"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_792f,"(29.1047, -0.7946)",0,"Saturday, December 21, 2024",29.1047,-0.7946,1,1,6,"Bulindi, Democratic Republic of the Congo"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7930,"(29.1047, -0.7946)",1,"Sunday, December 22, 2024",29.1047,-0.7946,1,1,6,"Bulindi, Democratic Republic of the Congo"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7b45,"(37.0795, 11.0169)",0,"Monday, December 09, 2024",37.0795,11.0169,0,0,2,"Fogota, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7b46,"(37.0795, 11.0169)",0,"Tuesday, December 10, 2024",37.0795,11.0169,0,0,2,"Fogota, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7b47,"(37.0795, 11.0169)",0,"Wednesday, December 11, 2024",37.0795,11.0169,0,0,2,"Fogota, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7b48,"(37.0795, 11.0169)",0,"Thursday, December 12, 2024",37.0795,11.0169,0,0,2,"Fogota, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7b49,"(37.0795, 11.0169)",0,"Friday, December 13, 2024",37.0795,11.0169,0,0,2,"Fogota, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7b4a,"(37.0795, 11.0169)",0,"Saturday, December 14, 2024",37.0795,11.0169,0,0,2,"Fogota, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7b4b,"(37.0795, 11.0169)",0,"Sunday, December 15, 2024",37.0795,11.0169,0,0,2,"Fogota, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7b4c,"(37.0795, 11.0169)",0,"Monday, December 16, 2024",37.0795,11.0169,0,0,2,"Fogota, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7b4d,"(37.0795, 11.0169)",0,"Tuesday, December 17, 2024",37.0795,11.0169,0,0,2,"Fogota, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7b4e,"(37.0795, 11.0169)",0,"Wednesday, December 18, 2024",37.0795,11.0169,0,0,2,"Fogota, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7b4f,"(37.0795, 11.0169)",0,"Thursday, December 19, 2024",37.0795,11.0169,0,0,2,"Fogota, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7b50,"(37.0795, 11.0169)",0,"Friday, December 20, 2024",37.0795,11.0169,0,0,2,"Fogota, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7b51,"(37.0795, 11.0169)",0,"Saturday, December 21, 2024",37.0795,11.0169,0,0,2,"Fogota, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7b52,"(37.0795, 11.0169)",0,"Sunday, December 22, 2024",37.0795,11.0169,0,0,2,"Fogota, Ethiopia"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7d64,"(29.5066, 6.8878)",0,"Monday, December 09, 2024",29.5066,6.8878,0,0,2,"Agokadol, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7d65,"(29.5066, 6.8878)",0,"Tuesday, December 10, 2024",29.5066,6.8878,0,0,2,"Agokadol, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7d66,"(29.5066, 6.8878)",0,"Wednesday, December 11, 2024",29.5066,6.8878,0,0,2,"Agokadol, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7d67,"(29.5066, 6.8878)",0,"Thursday, December 12, 2024",29.5066,6.8878,0,0,2,"Agokadol, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7d68,"(29.5066, 6.8878)",0,"Friday, December 13, 2024",29.5066,6.8878,0,0,2,"Agokadol, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7d69,"(29.5066, 6.8878)",0,"Saturday, December 14, 2024",29.5066,6.8878,0,0,2,"Agokadol, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7d6a,"(29.5066, 6.8878)",0,"Sunday, December 15, 2024",29.5066,6.8878,0,0,2,"Agokadol, South Sudan"
hybas_hotsport_cluster.fid-5413dab1_193ec723f8a_7d6b,"(29.5066, 6.8878)",0,"Monday, December 16, 2024",29.5066,6.8878,0,0,2,"Agokadol, South Sudan"
